id,name,year,status,type,country,genres,rating,watched_date
8972,National Treasure,2004,waiting,movie,,"action,adventure,drama,mystery,thriller",,
8984,Ocean's Twelve,2004,waiting,movie,,"action,comedy,crime,thriller",,
27741,"Twilight Samurai, The (Tasogare Seibei)",2002,waiting,movie,,"drama,romance",,
30812,"Aviator, The",2004,waiting,movie,,drama,,
30816,"Phantom of the Opera, The",2004,waiting,movie,,"drama,music,romance",,
31878,Kung Fu Hustle (Gong fu),2004,waiting,movie,,"action,comedy",,
32029,Hostage,2005,waiting,movie,,"action,crime,drama,thriller",,
32296,Miss Congeniality 2: Armed and Fabulous,2005,waiting,movie,,"adventure,comedy,crime",,
33162,Kingdom of Heaven,2005,waiting,movie,,"action,drama,romance,war",,
33493,Star Wars: Episode III - Revenge of the Sith,2005,waiting,movie,,"action,adventure,sci-fi",,
33794,Batman Begins,2005,waiting,movie,,"action,crime",,
33836,Bewitched,2005,waiting,movie,,"comedy,fantasy,romance",,
34048,War of the Worlds,2005,waiting,movie,,"action,adventure,sci-fi,thriller",,
34319,"Island, The",2005,waiting,movie,,"action,sci-fi,thriller",,
37741,Capote,2005,waiting,movie,,"crime,drama",,
38388,Goal! The Dream Begins (Goal!),2005,waiting,movie,,drama,,
42002,"Producers, The",2005,waiting,movie,,"comedy,music",,
45499,X-Men: The Last Stand,2006,waiting,movie,,"action,sci-fi,thriller",,
45668,"Lake House, The",2006,waiting,movie,,"drama,fantasy,romance",,
45730,Lady in the Water,2006,waiting,movie,,"drama,fantasy,mystery",,
46530,Superman Returns,2006,waiting,movie,,"action,adventure,sci-fi",,
48783,Flags of Our Fathers,2006,waiting,movie,,"drama,war",,
48997,Perfume: The Story of a Murderer,2006,waiting,movie,,"crime,drama,thriller",,
49272,Casino Royale,2006,waiting,movie,,"action,adventure,thriller",,
49278,Déjà Vu (Deja Vu),2006,waiting,movie,,"action,sci-fi,thriller",,
49286,"Holiday, The",2006,waiting,movie,,"comedy,romance",,
49824,Dreamgirls,2006,waiting,movie,,"drama,music",,
5447,Sunshine State,2002,waiting,movie,,drama,,
5451,Pumpkin,2002,waiting,movie,,"comedy,drama,romance",,
5481,Austin Powers in Goldmember,2002,waiting,movie,,comedy,,
5507,xXx,2002,waiting,movie,,"action,crime,thriller",,
5872,Die Another Day,2002,waiting,movie,,"action,adventure,thriller",,
5890,Elling,2001,waiting,movie,,"comedy,drama",,
5902,Adaptation,2002,waiting,movie,,"comedy,drama,romance",,
5956,Gangs of New York,2002,waiting,movie,,"crime,drama",,
3882,Bring It On,2000,waiting,movie,,comedy,,
4447,Legally Blonde,2001,waiting,movie,,"comedy,romance",,
5066,"Walk to Remember, A",2002,waiting,movie,,"drama,romance",,
5377,About a Boy,2002,waiting,movie,,"comedy,drama,romance",,
5620,Sweet Home Alabama,2002,waiting,movie,,"comedy,romance",,
5943,Maid in Manhattan,2002,waiting,movie,,"comedy,romance",,
5957,Two Weeks Notice,2002,waiting,movie,,"comedy,romance",,
6155,How to Lose a Guy in 10 Days,2003,waiting,movie,,"comedy,romance",,
6266,What a Girl Wants,2003,waiting,movie,,"comedy,drama,romance",,
6535,"Legally Blonde 2: Red, White & Blonde",2003,waiting,movie,,comedy,,
6942,Love Actually,2003,waiting,movie,,"comedy,drama,romance",,
7149,Something's Gotta Give,2003,waiting,movie,,"comedy,drama,romance",,
7151,Girl with a Pearl Earring,2003,waiting,movie,,"drama,romance",,
7154,Mona Lisa Smile,2003,waiting,movie,,"drama,romance",,
7169,Chasing Liberty,2004,waiting,movie,,"comedy,romance",,
7293,50 First Dates,2004,waiting,movie,,"comedy,romance",,
7375,"Prince & Me, The",2004,waiting,movie,,"comedy,romance",,
7451,Mean Girls,2004,waiting,movie,,comedy,,
7458,Troy,2004,waiting,movie,,"action,adventure,drama,war",,
8529,"Terminal, The",2004,waiting,movie,,"comedy,drama,romance",,
8533,"Notebook, The",2004,waiting,movie,,"drama,romance",,
8869,First Daughter,2004,waiting,movie,,"comedy,romance",,
8969,Bridget Jones: The Edge of Reason,2004,waiting,movie,,"comedy,drama,romance",,
30749,Hotel Rwanda,2004,waiting,movie,,"drama,war",,
31433,"Wedding Date, The",2005,waiting,movie,,"comedy,romance",,
31685,Hitch,2005,waiting,movie,,"comedy,romance",,
33145,"Lot Like Love, A",2005,waiting,movie,,"comedy,drama,romance",,
33679,Mr. & Mrs. Smith,2005,waiting,movie,,"action,adventure,comedy,romance",,
40629,Pride & Prejudice,2005,waiting,movie,,"drama,romance",,
40819,Walk the Line,2005,waiting,movie,,"drama,music,romance",,
41285,Match Point,2005,waiting,movie,,"crime,drama,romance",,
47099,"Pursuit of Happyness, The",2006,waiting,movie,,drama,,
51662,300,2007,waiting,movie,,"action,fantasy,war",,
51705,Priceless (Hors de prix),2006,waiting,movie,,"comedy,romance",,
51834,Becoming Jane,2007,waiting,movie,,"drama,romance",,
54286,"Bourne Ultimatum, The",2007,waiting,movie,,"action,crime,thriller",,
56367,Juno,2007,waiting,movie,,"comedy,drama,romance",,
56949,27 Dresses,2008,waiting,movie,,"comedy,romance",,
58047,"Definitely, Maybe",2008,waiting,movie,,"comedy,drama,romance",,
59333,Made of Honor,2008,waiting,movie,,"comedy,romance",,
59421,What Happens in Vegas...,2008,waiting,movie,,"comedy,romance",,
60397,Mamma Mia!,2008,waiting,movie,,"comedy,music,romance",,
60950,Vicky Cristina Barcelona,2008,waiting,movie,,"comedy,drama,romance",,
61250,"House Bunny, The",2008,waiting,movie,,comedy,,
63113,Quantum of Solace,2008,waiting,movie,,"action,adventure,thriller",,
63992,Twilight,2008,waiting,movie,,"drama,fantasy,romance,thriller",,
64969,Yes Man,2008,waiting,movie,,comedy,,
66203,He's Just Not That Into You,2009,waiting,movie,,"comedy,drama,romance",,
69406,"Proposal, The",2009,waiting,movie,,"comedy,romance",,
69844,Harry Potter and the Half-Blood Prince,2009,waiting,movie,,"adventure,fantasy,mystery,romance",,
70183,"Ugly Truth, The",2009,waiting,movie,,"comedy,drama,romance",,
70293,Julie & Julia,2009,waiting,movie,,"comedy,drama,romance",,
71579,"Education, An",2009,waiting,movie,,"drama,romance",,
72011,Up in the Air,2009,waiting,movie,,"drama,romance",,
72330,"Private Lives of Pippa Lee, The",2009,waiting,movie,,drama,,
72407,"Twilight Saga: New Moon, The",2009,waiting,movie,,"drama,fantasy,horror,romance,thriller",,
72720,"Single Man, A",2009,waiting,movie,,drama,,
72998,Avatar,2009,waiting,movie,,"action,adventure,sci-fi",,
73017,Sherlock Holmes,2009,waiting,movie,,"action,crime,mystery,thriller",,
74450,Valentine's Day,2010,waiting,movie,,"comedy,romance",,
77841,St Trinian's 2: The Legend of Fritton's Gold,2009,waiting,movie,,"adventure,comedy",,
78772,"Twilight Saga: Eclipse, The",2010,waiting,movie,,"fantasy,romance,thriller",,
80549,Easy A,2010,waiting,movie,,"comedy,romance",,
81784,Morning Glory,2010,waiting,movie,,"comedy,drama,romance",,
81845,"King's Speech, The",2010,waiting,movie,,drama,,
82167,Love and Other Drugs,2010,waiting,movie,,"comedy,drama,romance",,
82499,How Do You Know,2010,waiting,movie,,"comedy,drama,romance",,
84374,No Strings Attached,2011,waiting,movie,,"comedy,romance",,
86548,Water for Elephants,2011,waiting,movie,,"drama,romance",,
88163,"Crazy, Stupid, Love.",2011,waiting,movie,,"comedy,drama,romance",,
88810,"Help, The",2011,waiting,movie,,drama,,
91104,"Twilight Saga: Breaking Dawn - Part 1, The",2011,waiting,movie,,"adventure,drama,fantasy,romance",,
92259,Intouchables,2011,waiting,movie,,"comedy,drama",,
94070,"Best Exotic Marigold Hotel, The",2011,waiting,movie,,"comedy,drama",,
95449,Magic Mike,2012,waiting,movie,,"drama,romance",,
95510,"Amazing Spider-Man, The",2012,waiting,movie,,"action,adventure,sci-fi",,
95543,Ice Age 4: Continental Drift,2012,waiting,movie,,"adventure,animation,comedy",,
96079,Skyfall,2012,waiting,movie,,"action,adventure,thriller",,
97024,Rust and Bone (De rouille et d'os),2012,waiting,movie,,"drama,romance",,
97938,Life of Pi,2012,waiting,movie,,"adventure,drama",,
98203,"Twilight Saga: Breaking Dawn - Part 2, The",2012,waiting,movie,,"adventure,drama,fantasy,romance",,
103339,White House Down,2013,waiting,movie,,"action,drama,thriller",,
104374,About Time,2013,waiting,movie,,"drama,fantasy,romance",,
105211,Enough Said,2013,waiting,movie,,"comedy,drama,romance",,
106489,"Hobbit: The Desolation of Smaug, The",2013,waiting,movie,,"adventure,fantasy",,
106696,Frozen,2013,waiting,movie,,"adventure,animation,comedy,fantasy,music,romance",,
107141,Saving Mr. Banks,2013,waiting,movie,,"comedy,drama",,
109374,"Grand Budapest Hotel, The",2014,waiting,movie,,"comedy,drama",,
109853,Barefoot,2014,waiting,movie,,"comedy,drama,romance",,
113275,The Hundred-Foot Journey,2014,waiting,movie,,"comedy,drama",,
113394,"Pretty One, The",2013,waiting,movie,,"comedy,drama",,
119145,Kingsman: The Secret Service,2015,waiting,movie,,"action,adventure,comedy,crime",,
129428,The Second Best Exotic Marigold Hotel,2015,waiting,movie,,"comedy,drama",,
136020,Spectre,2015,waiting,movie,,"action,adventure,crime",,
137595,Magic Mike XXL,2015,waiting,movie,,"comedy,drama",,
140110,The Intern,2015,waiting,movie,,comedy,,
3300,Pitch Black,2000,waiting,movie,,"horror,sci-fi,thriller",,
3409,Final Destination,2000,waiting,movie,,"drama,thriller",,
3513,Rules of Engagement,2000,waiting,movie,,"drama,thriller",,
3717,Gone in 60 Seconds,2000,waiting,movie,,"action,crime",,
3753,"Patriot, The",2000,waiting,movie,,"action,drama,war",,
3798,What Lies Beneath,2000,waiting,movie,,"drama,horror,mystery",,
3827,Space Cowboys,2000,waiting,movie,,"action,adventure,comedy,sci-fi",,
3863,"Cell, The",2000,waiting,movie,,"drama,horror,thriller",,
3893,Nurse Betty,2000,waiting,movie,,"comedy,crime,drama,romance,thriller",,
3952,"Contender, The",2000,waiting,movie,,"drama,thriller",,
4011,Snatch,2000,waiting,movie,,"comedy,crime,thriller",,
4148,Hannibal,2001,waiting,movie,,"horror,thriller",,
3510,Frequency,2000,waiting,movie,,"drama,thriller",,
3535,American Psycho,2000,waiting,movie,,"crime,horror,mystery,thriller",,
3555,U-571,2000,waiting,movie,,"action,thriller,war",,
4022,Cast Away,2000,waiting,movie,,drama,,
4720,"Others, The",2001,waiting,movie,,"drama,horror,mystery,thriller",,
6502,28 Days Later,2002,waiting,movie,,"action,horror,sci-fi",,
7254,The Butterfly Effect,2004,waiting,movie,,"drama,sci-fi,thriller",,
7438,Kill Bill: Vol. 2,2004,waiting,movie,,"action,drama,thriller",,
8644,"I, Robot",2004,waiting,movie,,"action,adventure,sci-fi,thriller",,
48304,Apocalypto,2006,waiting,movie,,"adventure,drama,thriller",,
48774,Children of Men,2006,waiting,movie,,"action,adventure,drama,sci-fi,thriller",,
48780,"Prestige, The",2006,waiting,movie,,"drama,mystery,sci-fi,thriller",,
56174,I Am Legend,2007,waiting,movie,,"action,horror,sci-fi,thriller",,
59315,Iron Man,2008,waiting,movie,,"action,adventure,sci-fi",,
64614,Gran Torino,2008,waiting,movie,,"crime,drama",,
68237,Moon,2009,waiting,movie,,"drama,mystery,sci-fi,thriller",,
69757,(500) Days of Summer,2009,waiting,movie,,"comedy,drama,romance",,
70286,District 9,2009,waiting,movie,,"mystery,sci-fi,thriller",,
71057,9,2009,waiting,movie,,"adventure,animation,sci-fi",,
84152,Limitless,2011,waiting,movie,,"sci-fi,thriller",,
84954,"Adjustment Bureau, The",2011,waiting,movie,,"romance,sci-fi,thriller",,
85414,Source Code,2011,waiting,movie,,"action,drama,mystery,sci-fi,thriller",,
89745,"Avengers, The",2012,waiting,movie,,"action,adventure,sci-fi",,
91500,The Hunger Games,2012,waiting,movie,,"action,adventure,drama,sci-fi,thriller",,
94864,Prometheus,2012,waiting,movie,,"action,horror,sci-fi",,
96610,Looper,2012,waiting,movie,,"action,crime,sci-fi",,
101864,Oblivion,2013,waiting,movie,,"action,adventure,sci-fi",,
103249,World War Z,2013,waiting,movie,,"action,drama,horror",,
104841,Gravity,2013,waiting,movie,,"action,sci-fi",,
105504,Captain Phillips,2013,waiting,movie,,"adventure,drama,thriller",,
110102,Captain America: The Winter Soldier,2014,waiting,movie,,"action,adventure,sci-fi",,
111759,Edge of Tomorrow,2014,waiting,movie,,"action,sci-fi",,
112556,Gone Girl,2014,waiting,movie,,"drama,thriller",,
112852,Guardians of the Galaxy,2014,waiting,movie,,"action,adventure,sci-fi",,
115149,John Wick,2014,waiting,movie,,"action,thriller",,
120466,Chappie,2015,waiting,movie,,"action,thriller",,
122886,Star Wars: Episode VII - The Force Awakens,2015,waiting,movie,,"action,adventure,fantasy,sci-fi",,
122904,Deadpool,2016,waiting,movie,,"action,adventure,comedy,sci-fi",,
122922,Doctor Strange,2016,waiting,movie,,"action,adventure,sci-fi",,
122924,X-Men: Apocalypse,2016,waiting,movie,,"action,adventure,fantasy,sci-fi",,
134130,The Martian,2015,waiting,movie,,"adventure,drama,sci-fi",,
143385,Bridge of Spies,2015,waiting,movie,,"drama,thriller",,
152077,10 Cloverfield Lane,2016,waiting,movie,,thriller,,
158872,Sausage Party,2016,waiting,movie,,"animation,comedy",,
160980,Sully,2016,waiting,movie,,drama,,
166528,Rogue One: A Star Wars Story,2016,waiting,movie,,"action,adventure,fantasy,sci-fi",,
166635,Passengers,2016,waiting,movie,,"adventure,drama,romance,sci-fi",,
4878,Donnie Darko,2001,waiting,movie,,"drama,mystery,sci-fi,thriller",,
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le)",2001,waiting,movie,,"comedy,romance",,
7361,Eternal Sunshine of the Spotless Mind,2004,waiting,movie,,"drama,romance,sci-fi",,
27611,Battlestar Galactica,2003,waiting,movie,,"drama,sci-fi,war",,
27773,Old Boy,2003,waiting,movie,,"mystery,thriller",,
48394,"Pan's Labyrinth (Laberinto del fauno, El)",2006,waiting,movie,,"drama,fantasy,thriller",,
6016,City of God (Cidade de Deus),2002,waiting,movie,,"action,adventure,crime,drama,thriller",,
6870,Mystic River,2003,waiting,movie,,"crime,drama,mystery",,
31658,Howl's Moving Castle (Hauru no ugoku shiro),2004,waiting,movie,,"adventure,animation,fantasy,romance",,
64839,"Wrestler, The",2008,waiting,movie,,drama,,
68358,Star Trek,2009,waiting,movie,,"action,adventure,sci-fi",,
80463,"Social Network, The",2010,waiting,movie,,drama,,
81932,"Fighter, The",2010,waiting,movie,,drama,,
3275,"Boondock Saints, The",2000,waiting,movie,,"action,crime,drama,thriller",,
3785,Scary Movie,2000,waiting,movie,,"comedy,horror",,
3896,"Way of the Gun, The",2000,waiting,movie,,"crime,thriller",,
4383,"Crimson Rivers, The (Rivières pourpres, Les)",2000,waiting,movie,,"crime,drama,mystery,thriller",,
4728,Rat Race,2001,waiting,movie,,comedy,,
4816,Zoolander,2001,waiting,movie,,comedy,,
5266,Panic Room,2002,waiting,movie,,thriller,,
5418,"Bourne Identity, The",2002,waiting,movie,,"action,mystery,thriller",,
5574,"Transporter, The",2002,waiting,movie,,"action,crime",,
5608,"Das Experiment (Experiment, The)",2001,waiting,movie,,"drama,thriller",,
5669,Bowling for Columbine,2002,waiting,movie,,documentary,,
5679,"Ring, The",2002,waiting,movie,,"horror,mystery,thriller",,
5903,Equilibrium,2002,waiting,movie,,"action,sci-fi,thriller",,
5944,Star Trek: Nemesis,2002,waiting,movie,,"action,drama,sci-fi,thriller",,
5995,"Pianist, The",2002,waiting,movie,,"drama,war",,
6287,Anger Management,2003,waiting,movie,,comedy,,
6300,Flickering Lights (Blinkende lygter),2000,waiting,movie,,"action,comedy,crime",,
6373,Bruce Almighty,2003,waiting,movie,,"comedy,drama,fantasy,romance",,
6378,"Italian Job, The",2003,waiting,movie,,"action,crime",,
6548,Bad Boys II,2003,waiting,movie,,"action,comedy,crime,thriller",,
6709,Once Upon a Time in Mexico,2003,waiting,movie,,"action,adventure,crime,thriller",,
6888,Scary Movie 3,2003,waiting,movie,,"comedy,horror",,
7147,Big Fish,2003,waiting,movie,,"drama,fantasy,romance",,
7317,EuroTrip,2004,waiting,movie,,"adventure,comedy",,
7318,"Passion of the Christ, The",2004,waiting,movie,,drama,,
7323,"Good bye, Lenin!",2003,waiting,movie,,"comedy,drama",,
7373,Hellboy,2004,waiting,movie,,"action,adventure,fantasy,horror",,
7843,Lammbock,2001,waiting,movie,,comedy,,
8361,"Day After Tomorrow, The",2004,waiting,movie,,"action,adventure,drama,sci-fi,thriller",,
8641,Anchorman: The Legend of Ron Burgundy,2004,waiting,movie,,comedy,,
8784,Garden State,2004,waiting,movie,,"comedy,drama,romance",,
8917,Team America: World Police,2004,waiting,movie,,"action,adventure,animation,comedy",,
8950,The Machinist,2004,waiting,movie,,"drama,mystery,thriller",,
27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les)",2004,waiting,movie,,"action,crime,thriller",,
27716,"Green Butchers, The (Grønne slagtere, De)",2003,waiting,movie,,"comedy,crime,drama,romance",,
27831,Layer Cake,2004,waiting,movie,,"crime,drama,thriller",,
27878,Born into Brothels,2004,waiting,movie,,documentary,,
33004,"Hitchhiker's Guide to the Galaxy, The",2005,waiting,movie,,"adventure,comedy,sci-fi",,
34150,Fantastic Four,2005,waiting,movie,,"action,adventure,sci-fi",,
34405,Serenity,2005,waiting,movie,,"action,adventure,sci-fi",,
36519,Transporter 2,2005,waiting,movie,,"action,crime,thriller",,
36529,Lord of War,2005,waiting,movie,,"action,crime,drama,thriller,war",,
37386,Aeon Flux,2005,waiting,movie,,"action,sci-fi",,
37729,Corpse Bride,2005,waiting,movie,,"animation,comedy,fantasy,music,romance",,
37733,"History of Violence, A",2005,waiting,movie,,"action,crime,drama,thriller",,
38061,Kiss Kiss Bang Bang,2005,waiting,movie,,"comedy,crime,mystery,thriller",,
44191,V for Vendetta,2006,waiting,movie,,"action,sci-fi,thriller",,
44199,Inside Man,2006,waiting,movie,,"crime,drama,thriller",,
44555,"Lives of Others, The (Das leben der Anderen)",2006,waiting,movie,,"drama,romance,thriller",,
44665,Lucky Number Slevin,2006,waiting,movie,,"crime,drama,mystery",,
45722,Pirates of the Caribbean: Dead Man's Chest,2006,waiting,movie,,"action,adventure,fantasy",,
46578,Little Miss Sunshine,2006,waiting,movie,,"adventure,comedy,drama",,
46965,Snakes on a Plane,2006,waiting,movie,,"action,comedy,horror,thriller",,
47200,Crank,2006,waiting,movie,,"action,thriller",,
47491,Adam's Apples (Adams æbler),2005,waiting,movie,,"comedy,drama",,
49651,Rocky Balboa,2006,waiting,movie,,"action,drama",,
51540,Zodiac,2007,waiting,movie,,"crime,drama,thriller",,
52604,Fracture,2007,waiting,movie,,"crime,drama,mystery,thriller",,
53125,Pirates of the Caribbean: At World's End,2007,waiting,movie,,"action,adventure,comedy,fantasy",,
53129,Mr. Brooks,2007,waiting,movie,,"crime,drama,thriller",,
53318,Cashback,2006,waiting,movie,,"comedy,drama,romance",,
53464,Fantastic Four: Rise of the Silver Surfer,2007,waiting,movie,,"action,adventure,sci-fi",,
53972,Live Free or Die Hard,2007,waiting,movie,,"action,adventure,crime,thriller",,
53996,Transformers,2007,waiting,movie,,"action,sci-fi,thriller",,
54272,"Simpsons Movie, The",2007,waiting,movie,,"animation,comedy",,
55118,Eastern Promises,2007,waiting,movie,,"crime,drama,thriller",,
55247,Into the Wild,2007,waiting,movie,,"action,adventure,drama",,
55276,Michael Clayton,2007,waiting,movie,,"drama,thriller",,
55290,Gone Baby Gone,2007,waiting,movie,,"crime,drama,mystery",,
